"Have you ever wondered ""What is the meaning of life? Why do we exist?"" The answer to this vexing question is now within your reach. You'll find it in a small yet amazing booklet, which will explain, in easy to follow, simple terms your reason for being. The booklet, printed on the finest paper, contains illuminating, exquisite color pictures, and could be yours for a mere $9.99. This is the ad that alters the life of the unemployed 28-year-old who still lives at home, Dave Peck. In his struggle to share his find with the world, Dave's surreal path crosses with those of his unusual neighbors: an old man and his disgruntled guardian angel, a magician in debt, a bewitching woman who likes her men extra smooth, a broken hearted man who befriends a group of hard partying two inch tall students, and a little boy who sets his piggy bank free. Their stories are woven together, examining the post-modern meaning of hope.",R ,Tatia Rosenthal,Director Not Available,Director Not Available,Etgar Keret,Tatia Rosenthal,Writer Not Available,Writer Not Available,9/4/2008,78 minutes,Regent Releasing,Geoffrey Rush,Anthony LaPaglia,Samuel Johnson,Claudia Karvan,Joel Edgerton,Barry Otto,$9.99 ,2008
"""Alvin and the Chipmunks,"" a global phenomenon to generations of fans, becomes a live action/CGI motion picture event with contemporary comic sensibility. Songwriter Dave Seville transforms singing chipmunk Alvin, Simon and Theodore into pop sensations - while the out-of-control trio lays waste to Dave's home, wreaks havoc with his career, and turns Dave's once- orderly life upside-down.",PG ,Tim Hill,Director Not Available,Director Not Available,Ross Bagdasarian Sr.,Will McRobb,Chris Viscardi,Jon Vitti,12/14/2007,91 minutes,20th Century Fox,Jason Lee,Cameron Richardson,Jane Lynch,David Cross,Justin Long,Jesse McCartney,Alvin and the Chipmunks,2007
"The British animation firm of John Halas and Joy Batchelor perform yeoman service in adapting George Orwell's allegorical novel Animal Farm to the screen. As any high-school English student can tell you,the original 1945 novel was Orwell's spin on the rise and fall of the Communist myth. A group of intelligent animals overthrow their corrupt human owner and set up their own self-sustained farm, predicated on an idealistic credo: ""All Animals are Created Equal"", ""No Animal Shall Ever Drink Liquor"", ""Four Legs Good: Two Legs Bad"" etc. But when Snowball the Pig (read: Trotsky) is overthrown by the despotic Napoleon (read: Stalin), all idealism goes out the window, and soon the pigs are ruling dictatorially over the other animals. Before long, Animal Farm operates on but one principle: ""All Animals Are Created Equal, But Some Are More Equal Than Others."" Orwell's ironic ending, in which it becomes impossible to tell the difference between the Pigs and the Humans, is blunted in favor of a grafted-on happy ending, perhaps to mollify the kiddie trade. Maurice Denham supplies all the character's voices, while Gordon Heath serves as narrator. ~ Hal Erickson, Rovi",NR,John Halas,Joy Batchelor,Director Not Available,Writer Not Available,Writer Not Available,Writer Not Available,Writer Not Available,1/1/1954,73 minutes,deRochemont Films,Maurice Denham,Gordon Heath,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Animal Farm,1954
"The first feature-length motion picture to use computer-generated imagery to create not only effects, props, and environments but also the human cast members themselves, this lavish science-fiction adventure follows closely on the heels of another video game-based film, Tomb Raider (2001). Ming-Na provides the voice of Dr. Aki Ross, a female scientist in the year 2065, a time when Earth has been overrun by extraterrestrial phantoms borne of a crashed meteor. Humans have been pushed back to cities protected by barriers that keep the marauding space monsters away, but time is running out. Fatally infected by one of the ghostly beasts, Ross seeks information about their purpose and physiology, assisted by her mentor Dr. Sid (voice of Donald Sutherland) and the Deep Eyes military squad of courageous Captain Gray Edwards (voice of Alec Baldwin). Tension develops between Aki's quest to stop the alien onslaught through study and the more extreme solution favored by the vengeful, saber-rattling General Hein (voice of James Woods), who would destroy both the aliens and the Earth itself. Aki ultimately comes to realize that the key to unlocking the mystery of the invaders lies within her own dreams.",PG-13 ,Hironobu Sakaguchi,Motonori Sakakibara,Jack Fletcher,Hironobu Sakaguchi,Al Reinert,Jeff Vintar,Writer Not Available,7/11/2001,106 minutes,Columbia Pictures,Ming-Na Wen,Alec Baldwin,Ving Rhames,Steve Buscemi,Peri Gilpin,Donald Sutherland,Final Fantasy: The Spirits Within,2001
This stop-motion animagic version of the classic Christmas tale adds a bit of a twist when Rudolph encounters an abominable snowman. This was made for TV and features Burl Ives as the narrator.,NR,Maury Laws,Larry Roemer,Director Not Available,Romeo Muller,Writer Not Available,Writer Not Available,Writer Not Available,6/1/1964,53 minutes,Artisan Entertainment,Larry D. Mann,Billy Richards,Burl Ives,Paul Soles,Alfie Scopp,Stan Francis,Rudolph the Red-Nosed Reindeer,1964
"The world of the attic is divided into the land of happy toys in the West and the Land of Evil in the East. The despotic Head of State rules over the Land of Evil with a band of sinister minions, insects and rotted vegetables. When the lovely Buttercup is kidnapped and held prisoner by The Head, it is up to her friends - a teddy bear, a mechanical mouse and marionette puppet to cross the international boundary and attempt their daring rescue.",PG ,Jir Barta,Vivian Schilling,Director Not Available,Edgar Dutka,Jir Barta,Writer Not Available,Writer Not Available,9/7/2012,74 minutes,Hannover House,Forest Whitaker,Joan Cusak,Cary Elwes,Vivian Schilling,Marcelo Tubert,Joan Cusack,Toys In The Attic (Na Pude),2012
"Animation pioneers Max and Dave Fleischer created this tale about Bugtown, an insect community facing destruction when humans plan to build on their land. First titled Mr. Bug Goes to Town.",NR,Dave Fleischer,Director Not Available,Director Not Available,Carl Meyer,Don Gordon,Mike Meyer,Izzy Sparber,12/9/1941,78 minutes,Paramount Vantage,Stan Freed,Kenny Gardner,Gwen Williams,Jack Mercer,Ted Pierce,Mike Meyer,Mr. Bug Goes to Town,1941
"In a peaceful little clearing, the remains of a picnic hastily abandoned spark warfare between two tribes of ants. At stake a box of sugar. A bold young ladybug finds himself caught in the middle of the battle. He befriends one of the black ants, Mandible and helps him to save the anthill from the assault of the terrible red ant warriors, led by the fearful Butor. An epic journey at ground level.",NR,Hlne Giraud,Thomas Szabo,Director Not Available,Thomas Szabo,Hlne Giraud,Writer Not Available,Writer Not Available,5/25/2015,66 minutes,Studio Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Cast Not Available,Minuscule: Valley of the Lost Ants (Minuscule - La valle des fourmis perdues),2014
"Trey Parker and Matt Stone bring the colorful citizens of South Park to the big screen in a film that is animatedly hilarious and irreverent. Based on the hugely successful Comedy Central series, South Park: Bigger, Longer & Uncut stars Kenny, Kyle, Stan, Cartman, Chef, Mr. Garrison, Ned, Uncle Jimbo, Officer Barbrady and others.",R ,Trey Parker,Director Not Available,Director Not Available,Trey Parker,Matt Stone,Pam Brady,Writer Not Available,6/30/1999,80 minutes,Paramount Pictures,Matt Stone,Mary Kay Bergman,Trey Parker,Dave Foley,Minnie Driver,Eric Idle,"South Park: Bigger, Longer & Uncut",1999
"Ebenezer Scrooge begins the Christmas holiday with his usual miserly contempt, barking at his faithful clerk and his cheery nephew. But, when the ghosts of Christmas Past, Present and Yet to Come take him on an eye-opening journey revealing truths Old Scrooge is reluctant to face, he must open his heart to undo years of ill will before it's too late.",PG ,Robert Zemeckis,Director Not Available,Director Not Available,Robert Zemeckis,Writer Not Available,Writer Not Available,Writer Not Available,11/6/2009,96 minutes,Walt Disney Studios,Jim Carrey,Bob Hoskins,Gary Oldman,Colin Firth,Leslie Zemeckis,Cary Elwes,Disney's A Christmas Carol,2009
"Grave of the Fireflies opens on an evening in 1945, after Japan's surrender at the end of World War II; and in a train station, the young Seita dies alone. The rest of the movie tells us, in flashback, how things have come to this. Seita and Setsuko are two young Japanese children growing up in the waning days of World War II. Much to Seita's pride, their father is in the Japanese navy, and they live fairly content lives in Kobe despite rationing and the other privations of war. When their mother dies from burns suffered during an American fire-bombing raid, a distant aunt takes them in -- and conflict eventually forces the children to try to survive on their own. At first, Seita and his little sister enjoy their idyllic lives in the country, but harsh reality eventually settles in as Seita begins to understand the difficulties of taking care of a young child when both food and compassion are scarce. ~ Emru Townsend, Rovi",NR,Isao Takahata,Director Not Available,Director Not Available,Isao Takahata,Writer Not Available,Writer Not Available,Writer Not Available,1/1/1988,88 minutes,Shinchosha Company,J. Robert Spencer,Tsutomu Tatsumi,Ayano Shiraishi,Rhoda Chrosite,Veronica Taylor,Amy Jones,Grave of the Fireflies (Hotaru no haka),1988
"The original voice cast of Lilo & Stitch returns for this direct-to-video sequel, which follows the further adventures of Stitch (aka Experiment 626) and his new surrogate family in Hawaii. It seems that Dr. Jumba (David Ogden Stiers) has brought his other 625 experiments to Earth, and now it's up to Stitch and company to make sure the villainous Dr. Hamsterviel (Jeff Bennett) doesn't get his hands on them. Among Stitch's potential new friends are Experiment 221, a havoc-wreaking electrical being, and Experiment 624, a lazy creature who enjoys making sandwiches.",G,Tony Craig,Robert Gannaway,Director Not Available,Robert Gannaway,Jess Winfield,Writer Not Available,Writer Not Available,8/26/2003,64 minutes,Walt Disney Television Animation,Tia Carrere,Chris Sanders,Daveigh Chase,Zoe Caldwell,David Ogden Stiers,Ving Rhames,Stitch! The Movie,2003
"Featuring the voices of Kristen Bell and Idina Menzel, ""Frozen"" is the coolest comedy-adventure ever to hit the big screen. When a prophecy traps a kingdom in eternal winter, Anna, a fearless optimist, teams up with extreme mountain man Kristoff and his sidekick reindeer Sven on an epic journey to find Anna's sister Elsa, the Snow Queen, and put an end to her icy spell. Encountering mystical trolls, a funny snowman named Olaf, Everest-like extremes and magic at every turn, Anna and Kristoff battle the elements in a race to save the kingdom from destruction. (c) Disney",PG ,Jennifer Lee,Chris Buck,Director Not Available,Jennifer Lee,Writer Not Available,Writer Not Available,Writer Not Available,11/27/2013,102 minutes,Walt Disney Pictures,Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,Santino Fontana,Alan Tudyk,Frozen,2013
"Set in the Victorian era, this animated remake of the graphic novel, Batman: Gotham by Gaslight pits the Dark Knight detective against the elusive serial killer, Jack the Ripper. Directed by Sam Liu and featuring the voices of Bruce Greenwood and Jennifer Carpenter as Bruce Wayne and Selina Kyle respectively.",R,Sam Liu,Director Not Available,Director Not Available,James Krieg,Jim Krieg,Writer Not Available,Writer Not Available,2/6/2018,72 minutes,DC Entertainment,Bruce Greenwood,Jennifer Carpenter,Anthony Head,Scott Patterson,Grey DeLisle,Cast Not Available,Batman: Gotham by Gaslight,2018
"The greatest love story ever told, starring...garden gnomes? In the upcoming ""Gnomeo & Juliet,"" Shakespeare's revered tale gets a comical, off-the-wall makeover. Directed by Kelly Asbury (""Shrek 2"") and showcasing both classic and original songs by Elton John, the film features the voices of James McAvoy and Emily Blunt as Gnomeo and Juliet, who have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and thrilling lawnmower races in the mix, can this young couple find lasting happiness? Two garden gnomes, Gnomeo (voice of James McAvoy) and Juliet (voice of Emily Blunt), try to avoid tragedy and find a happy ending to their star-crossed love affair when they are caught up in a feud between neighbors. -- (C) Disney",G,Kelly Aysbury,Kelly Asbury,Director Not Available,Andy Riley,Kevin Cecil,Mark Burton,Kelly Asbury,2/11/2011,84 minutes,Touchstone Pictures,James McAvoy,Emily Blunt,Ashley Jensen,Michael Caine,Jim Cummings,Maggie Smith,Gnomeo and Juliet,2011
"""Bambi,"" Walt Disney's beloved coming-of-age story, will thrill audiences with its breathtaking animation and characters who will touch your heart: Bambi, the wide-eyed fawn, his playful pal Thumper, the lovable skunk Flower and wise Friend Owl.",G,David Hand,Samuel Armstrong,Bill Roberts,Larry Morey,Perce Pearce,Chuck Couch,Ralph Wright,8/21/1942,69 minutes,RKO Radio Pictures,Bobby Stewart,Paula Winslowe,Paul Behn,Peter Behn,Cammie King,Stan Alexander,Bambi,1942
"Meatwad, Frylock, and Master Shake team up for their biggest adventure yet in this animated feature that finds the popular Adult Swim trio pursued by an immortal piece of exercise equipment that poses a severe threat to the balance of galactic peace. Despite their best efforts to elude the malevolent body-shaper, the super-sized friends are soon horrified to discover that the Plutonians have joined forces with the Cybernetic Ghost of Christmas Past to take control of the renegade device in a bid to rule the universe.",R ,Matt Maiellaro,Dave Willis,Director Not Available,Matt Maiellaro,Dave Willis,Writer Not Available,Writer Not Available,4/13/2007,86 minutes,First Look Pictures,Dana Snyder,Dave Willis,Carey Means,Andy Merrill,Mike Schatz,Matt Maiellaro,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007
"The story of Universal Pictures and Illumination Entertainment's Minions begins at the dawn of time. Starting as single-celled yellow organisms, Minions evolve through the ages, perpetually serving the most despicable of masters. Continuously unsuccessful at keeping these masters-from T. rex to Napoleon-the Minions find themselves without someone to serve and fall into a deep depression. But one Minion named Kevin has a plan, and he-alongside teenage rebel Stuart and lovable little Bob-ventures out into the world to find a new evil boss for his brethren to follow. The trio embarks upon a thrilling journey that ultimately leads them to their next potential master, Scarlet Overkill (Academy Award (R) winner Sandra Bullock), the world's first-ever female super-villain. They travel from frigid Antarctica to 1960s New York City, ending in mod London, where they must face their biggest challenge to date: saving all of Minionkind...from annihilation. (c) Universal",PG ,Pierre Coffin,Kyle Balda,Director Not Available,Brian Lynch,Writer Not Available,Writer Not Available,Writer Not Available,7/10/2015,91 minutes,Universal Pictures,Chris Renaud,Sandra Bullock,Jon Hamm,Michael Keaton,Allison Janney,Steve Coogan,Minions,2015
"This routine small tots' animated feature is about a young girl named Rainbow Brite who brings color to the universe. She is forced to do battle with the henchmen of a wicked princess determined to plunge everything into a colorless darkness. Before the princess can carry out her plan, Rainbow joins up with the warrior Krys and some special horses to outsmart and outfight the anti-technicolor faction.",G,Bernard Deyris,Kimio Tabuki,Kimio Yabuki,Howard R. Cohen,Writer Not Available,Writer Not Available,Writer Not Available,1/1/1985,85 minutes,Warner Bros. Pictures,Patrick Fraley,Bettina,Peter Cullen,Robbie Lee,Andre Stojka,David Mendenhall,Rainbow Brite and the Star Stealer,1985
